Stage;TrainRatio;TestRatio;Metric;K;FeatureCount;Features;RowType;Class;SelectionScore;Accuracy;Precision;Recall;F1;DurationMs
STAGE_1_K_METRIC;0.50;0.50;Euclidean;015;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.461404;0.818926;0.395833;0.085973;0.141264;27472
STAGE_1_K_METRIC;0.50;0.50;Euclidean;015;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.461404;0.818926;0.590734;0.363420;0.450000;27472
STAGE_1_K_METRIC;0.50;0.50;Euclidean;015;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.461404;0.818926;0.833045;0.982720;0.901713;27472
STAGE_1_K_METRIC;0.50;0.50;Euclidean;015;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.461404;0.818926;0.535714;0.097403;0.164835;27472
STAGE_1_K_METRIC;0.50;0.50;Euclidean;015;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.461404;0.818926;0.645478;0.280103;0.321183;27472
STAGE_1_K_METRIC;0.50;0.50;Euclidean;016;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.457133;0.819372;0.750000;0.028708;0.055300;27705
STAGE_1_K_METRIC;0.50;0.50;Euclidean;016;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.457133;0.819372;0.833333;0.120000;0.209790;27705
STAGE_1_K_METRIC;0.50;0.50;Euclidean;016;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.457133;0.819372;0.400000;0.072398;0.122605;27705
STAGE_1_K_METRIC;0.50;0.50;Euclidean;016;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.457133;0.819372;0.594488;0.358670;0.447407;27705
STAGE_1_K_METRIC;0.50;0.50;Euclidean;016;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.457133;0.819372;0.832364;0.984392;0.902018;27705
STAGE_1_K_METRIC;0.50;0.50;Euclidean;016;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.457133;0.819372;0.535714;0.097403;0.164835;27705
STAGE_1_K_METRIC;0.50;0.50;Euclidean;016;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.457133;0.819372;0.657650;0.276929;0.316993;27705
STAGE_1_K_METRIC;0.50;0.50;Euclidean;017;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.453913;0.818926;0.714286;0.023923;0.046296;25678
STAGE_1_K_METRIC;0.50;0.50;Euclidean;017;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.453913;0.818926;0.823529;0.112000;0.197183;25678
STAGE_1_K_METRIC;0.50;0.50;Euclidean;017;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.453913;0.818926;0.454545;0.090498;0.150943;25678
STAGE_1_K_METRIC;0.50;0.50;Euclidean;017;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.453913;0.818926;0.578544;0.358670;0.442815;25678
STAGE_1_K_METRIC;0.50;0.50;Euclidean;017;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.453913;0.818926;0.832835;0.984021;0.902138;25678
STAGE_1_K_METRIC;0.50;0.50;Euclidean;017;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.453913;0.818926;0.500000;0.084416;0.144444;25678
STAGE_1_K_METRIC;0.50;0.50;Euclidean;017;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.453913;0.818926;0.650623;0.275588;0.313970;25678
STAGE_1_K_METRIC;0.50;0.50;Euclidean;018;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.431834;0.816992;0.636364;0.016746;0.032634;25848
STAGE_1_K_METRIC;0.50;0.50;Euclidean;018;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.431834;0.816992;0.857143;0.096000;0.172662;25848
STAGE_1_K_METRIC;0.50;0.50;Euclidean;018;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.431834;0.816992;0.314286;0.049774;0.085938;25848
STAGE_1_K_METRIC;0.50;0.50;Euclidean;018;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.431834;0.816992;0.590551;0.356295;0.444444;25848
STAGE_1_K_METRIC;0.50;0.50;Euclidean;018;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.431834;0.816992;0.830201;0.984764;0.900901;25848
STAGE_1_K_METRIC;0.50;0.50;Euclidean;018;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.431834;0.816992;0.478261;0.071429;0.124294;25848
STAGE_1_K_METRIC;0.50;0.50;Euclidean;018;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.431834;0.816992;0.617801;0.262501;0.293479;25848
STAGE_1_K_METRIC;0.50;0.50;Euclidean;019;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.442294;0.818628;0.615385;0.019139;0.037123;25608
STAGE_1_K_METRIC;0.50;0.50;Euclidean;019;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.442294;0.818628;0.857143;0.096000;0.172662;25608
STAGE_1_K_METRIC;0.50;0.50;Euclidean;019;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.442294;0.818628;0.378378;0.063348;0.108527;25608
STAGE_1_K_METRIC;0.50;0.50;Euclidean;019;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.442294;0.818628;0.600000;0.363420;0.452663;25608
STAGE_1_K_METRIC;0.50;0.50;Euclidean;019;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.442294;0.818628;0.831425;0.985136;0.901777;25608
STAGE_1_K_METRIC;0.50;0.50;Euclidean;019;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.442294;0.818628;0.520000;0.084416;0.145251;25608
STAGE_1_K_METRIC;0.50;0.50;Euclidean;019;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.442294;0.818628;0.633722;0.268576;0.303001;25608
STAGE_1_K_METRIC;0.50;0.50;Euclidean;020;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.433351;0.818777;0.583333;0.016746;0.032558;26792
STAGE_1_K_METRIC;0.50;0.50;Euclidean;020;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.433351;0.818777;0.846154;0.088000;0.159420;26792
STAGE_1_K_METRIC;0.50;0.50;Euclidean;020;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.433351;0.818777;0.433333;0.058824;0.103586;26792
STAGE_1_K_METRIC;0.50;0.50;Euclidean;020;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.433351;0.818777;0.608696;0.365796;0.456973;26792
STAGE_1_K_METRIC;0.50;0.50;Euclidean;020;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.433351;0.818777;0.830543;0.986250;0.901724;26792
STAGE_1_K_METRIC;0.50;0.50;Euclidean;020;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.433351;0.818777;0.454545;0.064935;0.113636;26792
STAGE_1_K_METRIC;0.50;0.50;Euclidean;020;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.433351;0.818777;0.626101;0.263425;0.294650;26792
STAGE_1_K_METRIC;0.50;0.50;Euclidean;021;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.436561;0.819670;0.642857;0.021531;0.041667;26854
STAGE_1_K_METRIC;0.50;0.50;Euclidean;021;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.436561;0.819670;0.916667;0.088000;0.160584;26854
STAGE_1_K_METRIC;0.50;0.50;Euclidean;021;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.436561;0.819670;0.370370;0.045249;0.080645;26854
STAGE_1_K_METRIC;0.50;0.50;Euclidean;021;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.436561;0.819670;0.630081;0.368171;0.464768;26854
STAGE_1_K_METRIC;0.50;0.50;Euclidean;021;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.436561;0.819670;0.830130;0.986994;0.901791;26854
STAGE_1_K_METRIC;0.50;0.50;Euclidean;021;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.436561;0.819670;0.521739;0.077922;0.135593;26854
STAGE_1_K_METRIC;0.50;0.50;Euclidean;021;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.436561;0.819670;0.651974;0.264644;0.297508;26854
STAGE_1_K_METRIC;0.50;0.50;Euclidean;022;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.435313;0.820265;0.583333;0.016746;0.032558;26822
STAGE_1_K_METRIC;0.50;0.50;Euclidean;022;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.435313;0.820265;0.923077;0.096000;0.173913;26822
STAGE_1_K_METRIC;0.50;0.50;Euclidean;022;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.435313;0.820265;0.458333;0.049774;0.089796;26822
STAGE_1_K_METRIC;0.50;0.50;Euclidean;022;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.435313;0.820265;0.627530;0.368171;0.464072;26822
STAGE_1_K_METRIC;0.50;0.50;Euclidean;022;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.435313;0.820265;0.830289;0.988109;0.902350;26822
STAGE_1_K_METRIC;0.50;0.50;Euclidean;022;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.435313;0.820265;0.500000;0.064935;0.114943;26822
STAGE_1_K_METRIC;0.50;0.50;Euclidean;022;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.435313;0.820265;0.653760;0.263956;0.296272;26822
STAGE_1_K_METRIC;0.50;0.50;Euclidean;023;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.436563;0.820116;0.583333;0.016746;0.032558;28585
STAGE_1_K_METRIC;0.50;0.50;Euclidean;023;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.436563;0.820116;0.846154;0.088000;0.159420;28585
STAGE_1_K_METRIC;0.50;0.50;Euclidean;023;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.436563;0.820116;0.440000;0.049774;0.089431;28585
STAGE_1_K_METRIC;0.50;0.50;Euclidean;023;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.436563;0.820116;0.630081;0.368171;0.464768;28585
STAGE_1_K_METRIC;0.50;0.50;Euclidean;023;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.436563;0.820116;0.830236;0.987737;0.902164;28585
STAGE_1_K_METRIC;0.50;0.50;Euclidean;023;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.436563;0.820116;0.545455;0.077922;0.136364;28585
STAGE_1_K_METRIC;0.50;0.50;Euclidean;023;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.436563;0.820116;0.645876;0.264725;0.297451;28585
STAGE_1_K_METRIC;0.50;0.50;Euclidean;024;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.436641;0.820860;0.615385;0.019139;0.037123;28638
STAGE_1_K_METRIC;0.50;0.50;Euclidean;024;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.436641;0.820860;0.846154;0.088000;0.159420;28638
STAGE_1_K_METRIC;0.50;0.50;Euclidean;024;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.436641;0.820860;0.428571;0.054299;0.096386;28638
STAGE_1_K_METRIC;0.50;0.50;Euclidean;024;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.436641;0.820860;0.634855;0.363420;0.462236;28638
STAGE_1_K_METRIC;0.50;0.50;Euclidean;024;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.436641;0.820860;0.830784;0.988852;0.902952;28638
STAGE_1_K_METRIC;0.50;0.50;Euclidean;024;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.436641;0.820860;0.550000;0.071429;0.126437;28638
STAGE_1_K_METRIC;0.50;0.50;Euclidean;024;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.436641;0.820860;0.650958;0.264190;0.297426;28638
STAGE_1_K_METRIC;0.50;0.50;Euclidean;025;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.424914;0.819223;0.545455;0.014354;0.027972;23431
STAGE_1_K_METRIC;0.50;0.50;Euclidean;025;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.424914;0.819223;0.846154;0.088000;0.159420;23431
STAGE_1_K_METRIC;0.50;0.50;Euclidean;025;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.424914;0.819223;0.440000;0.049774;0.089431;23431
STAGE_1_K_METRIC;0.50;0.50;Euclidean;025;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.424914;0.819223;0.625532;0.349169;0.448171;23431
STAGE_1_K_METRIC;0.50;0.50;Euclidean;025;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.424914;0.819223;0.828999;0.989038;0.901974;23431
STAGE_1_K_METRIC;0.50;0.50;Euclidean;025;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.424914;0.819223;0.500000;0.051948;0.094118;23431
STAGE_1_K_METRIC;0.50;0.50;Euclidean;025;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.424914;0.819223;0.631023;0.257047;0.286848;23431
STAGE_1_K_METRIC;0.50;0.50;Euclidean;026;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.427954;0.819818;0.583333;0.016746;0.032558;23501
STAGE_1_K_METRIC;0.50;0.50;Euclidean;026;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.427954;0.819818;0.846154;0.088000;0.159420;23501
STAGE_1_K_METRIC;0.50;0.50;Euclidean;026;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.427954;0.819818;0.461538;0.054299;0.097166;23501
STAGE_1_K_METRIC;0.50;0.50;Euclidean;026;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.427954;0.819818;0.636364;0.349169;0.450920;23501
STAGE_1_K_METRIC;0.50;0.50;Euclidean;026;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.427954;0.819818;0.828794;0.989409;0.902007;23501
STAGE_1_K_METRIC;0.50;0.50;Euclidean;026;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.427954;0.819818;0.571429;0.051948;0.095238;23501
STAGE_1_K_METRIC;0.50;0.50;Euclidean;026;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.427954;0.819818;0.654602;0.258262;0.289552;23501
STAGE_1_K_METRIC;0.50;0.50;Euclidean;027;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.418230;0.819670;0.545455;0.014354;0.027972;23494
STAGE_1_K_METRIC;0.50;0.50;Euclidean;027;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.418230;0.819670;0.833333;0.080000;0.145985;23494
