Stage;TrainRatio;TestRatio;Metric;K;FeatureCount;Features;RowType;Class;SelectionScore;Accuracy;Precision;Recall;F1;DurationMs
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;001;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.488468;0.742747;0.195929;0.184211;0.189889;27988
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;001;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.488468;0.742747;0.210938;0.216000;0.213439;27988
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;001;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.488468;0.742747;0.300000;0.325792;0.312364;27988
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;001;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.488468;0.742747;0.371608;0.422803;0.395556;27988
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;001;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.488468;0.742747;0.862088;0.856001;0.859034;27988
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;001;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.488468;0.742747;0.226277;0.201299;0.213058;27988
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;001;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.488468;0.742747;0.361140;0.367684;0.363890;27988
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;002;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.499010;0.760006;0.209040;0.177033;0.191710;26933
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;002;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.499010;0.760006;0.240741;0.208000;0.223176;26933
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;002;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.499010;0.760006;0.327189;0.321267;0.324201;26933
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;002;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.499010;0.760006;0.404255;0.406176;0.405213;26933
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;002;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.499010;0.760006;0.859579;0.880342;0.869837;26933
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;002;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.499010;0.760006;0.261682;0.181818;0.214559;26933
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;002;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.499010;0.760006;0.383748;0.362439;0.371449;26933
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;003;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.461071;0.784407;0.242236;0.093301;0.134715;24649
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;003;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.461071;0.784407;0.253731;0.136000;0.177083;24649
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;003;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.461071;0.784407;0.294521;0.194570;0.234332;24649
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;003;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.461071;0.784407;0.430199;0.358670;0.391192;24649
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;003;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.461071;0.784407;0.844351;0.930323;0.885255;24649
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;003;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.461071;0.784407;0.227273;0.097403;0.136364;24649
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;003;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.461071;0.784407;0.382052;0.301711;0.326490;24649
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;004;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.450699;0.789912;0.235294;0.066986;0.104283;26604
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;004;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.450699;0.789912;0.294118;0.120000;0.170455;26604
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;004;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.450699;0.789912;0.270677;0.162896;0.203390;26604
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;004;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.450699;0.789912;0.456376;0.323040;0.378303;26604
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;004;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.450699;0.789912;0.836462;0.943701;0.886852;26604
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;004;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.450699;0.789912;0.312500;0.097403;0.148515;26604
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;004;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.450699;0.789912;0.400904;0.285671;0.315300;26604
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;005;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.435972;0.792590;0.236559;0.052632;0.086106;26638
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;005;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.435972;0.792590;0.333333;0.120000;0.176471;26638
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;005;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.435972;0.792590;0.252252;0.126697;0.168675;26638
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;005;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.435972;0.792590;0.460967;0.294537;0.359420;26638
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;005;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.435972;0.792590;0.831333;0.952434;0.887773;26638
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;005;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.435972;0.792590;0.324324;0.077922;0.125654;26638
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;005;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.435972;0.792590;0.406461;0.270704;0.300683;26638
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;006;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.409962;0.792442;0.223881;0.035885;0.061856;24914
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;006;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.409962;0.792442;0.310345;0.072000;0.116883;24914
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;006;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.409962;0.792442;0.263736;0.108597;0.153846;24914
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;006;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.409962;0.792442;0.473214;0.251781;0.328682;24914
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;006;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.409962;0.792442;0.823520;0.958937;0.886085;24914
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;006;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.409962;0.792442;0.255814;0.071429;0.111675;24914
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;006;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.409962;0.792442;0.391752;0.249772;0.276504;24914
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;007;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.397084;0.795417;0.219512;0.021531;0.039216;28138
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;007;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.397084;0.795417;0.235294;0.064000;0.100629;28138
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;007;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.397084;0.795417;0.243243;0.081448;0.122034;28138
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;007;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.397084;0.795417;0.512195;0.249406;0.335463;28138
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;007;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.397084;0.795417;0.821372;0.965440;0.887598;28138
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;007;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.397084;0.795417;0.243902;0.064935;0.102564;28138
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;007;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.397084;0.795417;0.379253;0.241127;0.264584;28138
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;008;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.380200;0.794376;0.194444;0.016746;0.030837;28082
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;008;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.380200;0.794376;0.260870;0.048000;0.081081;28082
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;008;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.380200;0.794376;0.183333;0.049774;0.078292;28082
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;008;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.380200;0.794376;0.514423;0.254157;0.340223;28082
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;008;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.380200;0.794376;0.818253;0.966184;0.886087;28082
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;008;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.380200;0.794376;0.205128;0.051948;0.082902;28082
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;008;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.380200;0.794376;0.362742;0.231135;0.249903;28082
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;009;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.384351;0.798542;0.181818;0.009569;0.018182;24797
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;009;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.384351;0.798542;0.250000;0.048000;0.080537;24797
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;009;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.384351;0.798542;0.293103;0.076923;0.121864;24797
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;009;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.384351;0.798542;0.528205;0.244656;0.334416;24797
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;009;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.384351;0.798542;0.818594;0.971758;0.888625;24797
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;009;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.384351;0.798542;0.212121;0.045455;0.074866;24797
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;009;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.384351;0.798542;0.380640;0.232727;0.253082;24797
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;010;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.372086;0.800625;0.157895;0.007177;0.013730;24525
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;010;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.372086;0.800625;0.250000;0.040000;0.068966;24525
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;010;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.372086;0.800625;0.236842;0.040724;0.069498;24525
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;010;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.372086;0.800625;0.528205;0.244656;0.334416;24525
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;010;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.372086;0.800625;0.818125;0.976217;0.890207;24525
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;010;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.372086;0.800625;0.259259;0.045455;0.077348;24525
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;010;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.372086;0.800625;0.375054;0.225705;0.242361;24525
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;011;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.366445;0.801220;0.200000;0.007177;0.013857;26017
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;011;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.366445;0.801220;0.384615;0.040000;0.072464;26017
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;011;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.366445;0.801220;0.258065;0.036199;0.063492;26017
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;011;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.366445;0.801220;0.494681;0.220903;0.305419;26017
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;011;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.366445;0.801220;0.816646;0.979004;0.890485;26017
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;011;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.366445;0.801220;0.318182;0.045455;0.079545;26017
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;011;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.366445;0.801220;0.412031;0.221456;0.237544;26017
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;012;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;canada;0.366085;0.802262;0.058824;0.002392;0.004598;25867
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;012;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;france;0.366085;0.802262;0.416667;0.040000;0.072993;25867
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;012;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;japan;0.366085;0.802262;0.280000;0.031674;0.056911;25867
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;012;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;uk;0.366085;0.802262;0.513228;0.230404;0.318033;25867
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;012;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;usa;0.366085;0.802262;0.817196;0.980119;0.891273;25867
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;012;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;CLASS;west-germany;0.366085;0.802262;0.304348;0.045455;0.079096;25867
STAGE_1_K_METRIC;0.50;0.50;Chebyshev;012;10;longestWord,mostFrequentWord,averageWordLength,vocabularyRichness,averageSentenceLength,uppercaseLetterRatio,financialSignDensity,fleschReadingEaseIndex,vowelToConsonantRatio,sumOfAllNumericValues;MACRO;MACRO;0.366085;0.802262;0.398377;0.221674;0.237150;25867
